,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes
225,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4969,Subscriber,1978,Male,27.0
226,7 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,4574,Subscriber,1992,Male,26.0
227,26 minutes,22,Howard St at Beale St,120,Mission Dolores Park,3053,Subscriber,1987,Female,29.0
228,7 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),4655,Subscriber,1986,Female,27.0
229,4 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),1126,Subscriber,1994,Female,27.0
230,7 minutes,3,Powell St BART Station (Market St at 4th St),14,Clay St at Battery St,160,Customer,1979,Male,27.0
231,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,491,Subscriber,1991,Male,27.0
232,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),10,Washington St at Kearny St,5007,Customer,1984,Male,27.0
233,9 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,4390,Customer,1986,Male,29.0
234,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5230,Subscriber,1984,Male,29.0
235,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),3681,Subscriber,1979,Male,29.0
236,6 minutes,16,Steuart St at Market St,323,Broadway at Kearny,5229,Subscriber,1976,Other,26.0
237,6 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,5549,Subscriber,1992,Male,27.0
238,9 minutes,5,Powell St BART Station (Market St at 5th St),78,Folsom St at 9th St,5538,Subscriber,1989,Male,26.0
239,26 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),371,Lombard St at Columbus Ave,5396,Subscriber,1989,Male,26.0
240,5 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),4716,Subscriber,1999,Male,26.0
241,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,4934,Subscriber,1993,Female,27.0
242,3 minutes,5,Powell St BART Station (Market St at 5th St),321,5th St at Folsom,3208,Subscriber,1984,Male,26.0
243,13 minutes,3,Powell St BART Station (Market St at 4th St),112,Harrison St at 17th St,5228,Subscriber,1989,Male,27.0
244,19 minutes,81,Berry St at 4th St,131,22nd St at Dolores St,4611,Subscriber,1982,Male,29.0
245,9 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),2147,Subscriber,1990,Other,29.0
246,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),10,Washington St at Kearny St,4980,Subscriber,1992,Female,29.0
247,20 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),39,Scott St at Golden Gate Ave,5566,Customer,1992,Male,26.0
248,11 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,5114,Subscriber,1982,Male,26.0
249,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,4746,Customer,1983,Male,26.0
250,5 minutes,16,Steuart St at Market St,20,Mechanics Monument Plaza (Market St at Bush St),1052,Subscriber,1960,Male,26.0
251,10 minutes,81,Berry St at 4th St,87,Folsom St at 13th St,5369,Subscriber,1984,Female,26.0
252,15 minutes,3,Powell St BART Station (Market St at 4th St),95,Sanchez St at 15th St,5479,Subscriber,1985,Male,27.0
253,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,1630,Subscriber,1995,Female,27.0
254,13 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,300,Subscriber,1987,Male,26.0
255,26 minutes,30,San Francisco Caltrain (Townsend St at 4th St),377,Fell St at Stanyan St,5267,Subscriber,1986,Male,29.0
256,12 minutes,3,Powell St BART Station (Market St at 4th St),365,Turk St at Fillmore St,5496,Subscriber,1980,Male,27.0
257,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4613,Subscriber,1991,Male,26.0
258,6 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,5549,Subscriber,1981,Male,27.0
259,14 minutes,16,Steuart St at Market St,73,Pierce St at Haight St,4453,Subscriber,1988,Male,26.0
260,15 minutes,5,Powell St BART Station (Market St at 5th St),375,Grove St at Masonic Ave,4351,Subscriber,1988,Female,29.0
261,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),8,The Embarcadero at Vallejo St,1544,Subscriber,1991,Female,29.0
262,7 minutes,81,Berry St at 4th St,350,8th St at Brannan St,5475,Subscriber,1995,Male,26.0
263,6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,2436,Subscriber,1987,Female,27.0
264,15 minutes,3,Powell St BART Station (Market St at 4th St),336,Potrero Ave and Mariposa St,4717,Subscriber,1983,Male,29.0
265,21 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),70,Central Ave at Fell St,4772,Subscriber,1992,Male,27.0
266,8 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5229,Subscriber,1980,Male,26.0
267,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,1563,Subscriber,1983,Male,26.0
268,11 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5536,Subscriber,1982,Female,27.0
269,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,5535,Subscriber,1989,Male,29.0
270,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),355,Customer,1986,Male,26.0
271,15 minutes,16,Steuart St at Market St,114,Rhode Island St at 17th St,5145,Subscriber,1973,Male,29.0
272,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),22,Howard St at Beale St,2881,Subscriber,1979,Male,27.0
273,10 minutes,81,Berry St at 4th St,14,Clay St at Battery St,5168,Subscriber,1988,Male,27.0
274,19 minutes,3,Powell St BART Station (Market St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),5573,Subscriber,1988,Male,26.0
275,11 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,4966,Subscriber,1992,Female,27.0
276,9 minutes,3,Powell St BART Station (Market St at 4th St),356,Valencia St at Clinton Park,5487,Subscriber,1985,Male,27.0
277,4 minutes,16,Steuart St at Market St,24,Spear St at Folsom St,1914,Subscriber,1994,Female,26.0
278,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),116,Mississippi St at 17th St,4442,Subscriber,1990,Male,29.0
279,8 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),1267,Subscriber,1986,Male,29.0
280,7 minutes,81,Berry St at 4th St,321,5th St at Folsom,5137,Subscriber,1996,Male,26.0
281,40 minutes,21,Montgomery St BART Station (Market St at 2nd St),371,Lombard St at Columbus Ave,5286,Subscriber,1993,Male,29.0
282,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,1841,Subscriber,1987,Male,27.0
283,15 minutes,22,Howard St at Beale St,112,Harrison St at 17th St,5265,Subscriber,1983,Male,29.0
284,12 minutes,5,Powell St BART Station (Market St at 5th St),285,Webster St at O'Farrell St,5470,Subscriber,1978,Female,26.0
285,14 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,3057,Subscriber,1994,Male,26.0
286,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),4,Cyril Magnin St at Ellis St,2648,Subscriber,1965,Male,26.0
287,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,5063,Subscriber,1990,Male,29.0
288,11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5226,Subscriber,1986,Male,27.0
289,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,2978,Subscriber,1984,Male,29.0
290,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,5494,Subscriber,1988,Male,26.0
291,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,5407,Subscriber,1988,Male,26.0
292,24 minutes,5,Powell St BART Station (Market St at 5th St),36,Folsom St at 3rd St,4432,Subscriber,1988,Male,26.0
293,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),491,Subscriber,1988,Male,27.0
294,4 minutes,81,Berry St at 4th St,104,4th St at 16th St,5463,Subscriber,1985,Female,26.0
295,1 minutes,22,Howard St at Beale St,22,Howard St at Beale St,1014,Subscriber,1982,Female,26.0
296,5 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,5520,Subscriber,1972,Male,27.0
297,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),5400,Subscriber,1978,Male,26.0
298,15 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,1514,Subscriber,1988,Male,27.0
299,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),2941,Subscriber,1967,Male,26.0
300,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1864,Subscriber,1990,Female,27.0
301,26 minutes,3,Powell St BART Station (Market St at 4th St),39,Scott St at Golden Gate Ave,2072,Customer,1994,Female,27.0
302,25 minutes,21,Montgomery St BART Station (Market St at 2nd St),118,Eureka Valley Recreation Center,5425,Subscriber,1990,Male,29.0
303,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),1565,Subscriber,1972,Male,29.0
304,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5535,Subscriber,1994,Male,29.0
305,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4795,Subscriber,1979,Male,27.0
306,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,851,Subscriber,1990,Male,26.0
307,20 minutes,81,Berry St at 4th St,371,Lombard St at Columbus Ave,1417,Subscriber,1986,Male,27.0
308,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,3363,Subscriber,1990,Female,27.0
309,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5222,Subscriber,1995,Male,29.0
310,16 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3743,Subscriber,1973,Female,26.0
311,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),324,Union Square (Powell St at Post St),4761,Customer,1996,Male,27.0
312,7 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3716,Subscriber,1992,Male,26.0
313,7 minutes,16,Steuart St at Market St,36,Folsom St at 3rd St,3392,Subscriber,1974,Male,27.0
314,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),84,Duboce Park,5204,Subscriber,1981,Male,29.0
315,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),365,Turk St at Fillmore St,4970,Subscriber,1987,Male,29.0
316,19 minutes,30,San Francisco Caltrain (Townsend St at 4th St),95,Sanchez St at 15th St,5045,Subscriber,1984,Female,26.0
317,13 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,2727,Subscriber,1976,Male,26.0
318,7 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5222,Subscriber,1988,Female,29.0
319,21 minutes,5,Powell St BART Station (Market St at 5th St),104,4th St at 16th St,5530,Subscriber,1990,Female,26.0
320,11 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5400,Customer,1974,Male,26.0
321,4 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),336,Subscriber,1989,Male,27.0
322,6 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,5527,Subscriber,1992,Male,26.0
323,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),96,Dolores St at 15th St,4972,Subscriber,1986,Male,27.0
324,21 minutes,21,Montgomery St BART Station (Market St at 2nd St),89,Division St at Potrero Ave,4945,Subscriber,1996,Male,27.0
325,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4613,Customer,1991,Male,26.0
326,21 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,5237,Subscriber,1962,Male,26.0
327,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,4773,Subscriber,1990,Female,26.0
328,12 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2664,Subscriber,1982,Male,26.0
329,5 minutes,16,Steuart St at Market St,323,Broadway at Kearny,5228,Subscriber,1983,Male,27.0
330,10 minutes,3,Powell St BART Station (Market St at 4th St),96,Dolores St at 15th St,4383,Subscriber,1993,Male,29.0
331,11 minutes,3,Powell St BART Station (Market St at 4th St),90,Townsend St at 7th St,4816,Subscriber,1994,Male,26.0
332,15 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),1891,Subscriber,1979,Male,26.0
333,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),58,Market St at 10th St,5350,Subscriber,1994,Male,26.0
334,8 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5265,Subscriber,1969,Female,29.0
335,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),24,Spear St at Folsom St,5031,Subscriber,1958,Male,29.0
336,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,4671,Subscriber,1990,Male,26.0
337,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5396,Subscriber,1992,Male,26.0
338,4 minutes,5,Powell St BART Station (Market St at 5th St),41,Golden Gate Ave at Polk St,4744,Subscriber,1968,Male,27.0
339,24 minutes,16,Steuart St at Market St,104,4th St at 16th St,4611,Customer,1969,Male,29.0
340,14 minutes,16,Steuart St at Market St,101,15th St at Potrero Ave,4969,Customer,1981,Male,27.0
341,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,4344,Subscriber,1973,Female,26.0
342,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,2459,Subscriber,1982,Male,27.0
343,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5487,Subscriber,1992,Male,27.0
344,7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4370,Subscriber,1992,Male,27.0
345,25 minutes,3,Powell St BART Station (Market St at 4th St),93,4th St at Mission Bay Blvd S,643,Subscriber,1996,Female,27.0
346,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),115,Jackson Playground,4991,Subscriber,1957,Male,26.0
347,23 minutes,3,Powell St BART Station (Market St at 4th St),137,Jersey St at Castro St,4648,Subscriber,1989,Male,27.0
348,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2684,Subscriber,1987,Male,29.0
349,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),43,San Francisco Public Library (Grove St at Hyde St),2230,Subscriber,1988,Other,27.0
350,28 minutes,3,Powell St BART Station (Market St at 4th St),119,18th St at Noe St,4933,Subscriber,1974,Male,27.0
351,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5559,Subscriber,1985,Male,29.0
352,15 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),903,Subscriber,1989,Female,26.0
353,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4453,Subscriber,1986,Male,26.0
354,19 minutes,3,Powell St BART Station (Market St at 4th St),31,Raymond Kimbell Playground,5298,Customer,1991,Male,29.0
355,10 minutes,5,Powell St BART Station (Market St at 5th St),55,Webster St at Grove St,4759,Subscriber,1985,Male,26.0
356,19 minutes,3,Powell St BART Station (Market St at 4th St),31,Raymond Kimbell Playground,4657,Customer,1985,Female,26.0
357,5 minutes,3,Powell St BART Station (Market St at 4th St),323,Broadway at Kearny,4767,Customer,1991,Male,27.0
358,12 minutes,81,Berry St at 4th St,58,Market St at 10th St,4390,Subscriber,1994,Male,29.0
359,11 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),5396,Subscriber,1995,Male,26.0
360,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),97,14th St at Mission St,5011,Subscriber,1991,Male,26.0
361,8 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,2584,Subscriber,1992,Male,26.0
362,12 minutes,16,Steuart St at Market St,34,Father Alfred E Boeddeker Park,5532,Subscriber,1991,Female,26.0
363,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,5122,Subscriber,1994,Male,29.0
364,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5265,Subscriber,1984,Male,29.0
365,15 minutes,81,Berry St at 4th St,349,Howard St at Mary St,5274,Subscriber,1988,Male,26.0
366,4 minutes,3,Powell St BART Station (Market St at 4th St),36,Folsom St at 3rd St,4414,Subscriber,1981,Male,27.0
367,21 minutes,30,San Francisco Caltrain (Townsend St at 4th St),133,Valencia St at 22nd St,5534,Subscriber,1986,Male,26.0
368,11 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),355,Subscriber,1972,Male,26.0
369,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),31,Raymond Kimbell Playground,5366,Subscriber,1979,Male,27.0
370,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),122,19th St at Mission St,4456,Subscriber,1987,Male,26.0
371,9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),1533,Subscriber,1984,Male,26.0
372,8 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,3226,Subscriber,1990,Female,27.0
373,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),350,8th St at Brannan St,4719,Subscriber,1985,Male,26.0
