0,1,2,3,4,5,6,7,8,9,10,11
electronic,meeting,entirely,20bill.pdf|title=§,trial,press,20th,programmed,'',debugging,algorithms,period
computing,pittsburgh,providing,nbsp,2.0|year=2011|publisher=mit,|isbn=,century,using,hughes1989,'',via,cobol
devices,p.,error,18.2-152.4:1,press|isbn=978-0-262-29446-1|page=136,978-0-8493-2691-2,end,two,'','',exception,introduced
instead,91-95,message,penalty,motivation,ref,19th,sets,edison,also,handling,record
rewired,1952.howard,instead,computer,refimprove,name=,century,perforated,puskas,known,ieee,computer
order,b.,normal,contamination|format=pdf|publisher=joint,section|date=july,'',word,cards—one,13,``,transactions,science
``,demuth,content,commission,2014,bunch93,began,direct,november,historical,computers,|records
reprogram,john,example,technology,reasons,'',take,operation,1878,debugging,43,also
'',b.,site,science|accessdate=17,reverse,cite,familiar,input,edison,'',8,called
types,jackson,using,september,engineering,book,meaning,variables.,papers,``,year=,structs
software,edmund,sql,2010,'',|author=,machine,ref,edison,backwards,1994,lisp
see,klein,database,spyware,interfacing,bryan,carries,name=,national,debugging,pages=983–992,programming
also|list,n.,mysql,malware,'',h.,computations.,'',laboratory,'',ieee,language
software,metropolis,script,sometimes,reverse,bunch,ref,eniac-ch1-p16,u.s.,debuggers,754,|lisp
categories,walter,php,found,engineering,alexander,name=oedcomputer,'',national,make,standard,introduced
virtually,orvedahl,sql,embedded,used,hellemans,cite,ref,park,possible,uses,fully
computer,james,database,programs,system,|title=,journal,cite,service,step,term,general
platforms,h.,server,supplied,required,timetables,|title=computer,journal,west,program,``,lambda
software,richardson,crashes,officially,interface,technology,''n,first,orange,'s,trapping,abstraction
grouped,http,php,companies,another,chronology,'',allan,n.j.,execution,'',programming
broad,//portal.acm.org/citation.cfm,display,e.g.,system,important,|series=oxford,g.,cited,backwards,refer,language
categories,id=800259.808982,connection,downloadable,systems,people,english,last,cite,time,calling,first
=purpose,maniac,error,websites,would,events,dictionary,bromley,book|first=thomas,various,user-supplied,time
domain,proceedings,operating,appear,negotiate,history,|url=http,authorlink,parke,debuggers,exception-handling,==
use=,1952,system,useful,established,technology,//dictionary.oed.com/,allan,|last=hughes|title=american,include,routine,features
based,acm,crashes,attractive,requirements,|year=,|publisher=oxford,g.,genesis,feature,exceptional,==
goal,national,operating,may,typically,1993,university,bromley,century,microsoft,conditions,''
computer,meeting,system,example,exist,|publisher=,press,year,invention,visual,optional,high-level
software,toronto,crash,additional,interoperability,simon,|edition=2,1998,technological,studio,feature,language
divided,p.,commonly,hidden,'',schuster,|year=1989,url,enthusiasm,2010,standard,''
''application,13-16,occurs,tracking,military,|isbn=,|accessdate=10,http,1870-1970|url=,ultimate,standard,refers
software,two,exception,functionality,commercial,978-0-671-76918-5,april,//profs.scienze.univr.it/~manca/storia-informatica/babbage.pdf,google,edition,recommends,higher
'',three,handling,gathers,espionage,ref,2009,title,books,2012,several,level
software,use,exception,marketing,'',name=,|ref=harv,charles,|plainurl=y,ultimate,usage,abstraction
uses,term,handling,statistics,learning,'',''online,babbage,|id=0r-ml88eynyc|page=75,2013,scenarios,machine
computer,quotation,hardware|hardware,example,enemy,booss03,etymology,’,|year=1989|publisher=penguin,ultimate,including,language
system,marks,exception,software,'s,'',dictionary,analytical,books|isbn=978-0-14-009741-2|page=75,2015,implementation,rather
perform,1963,occurs,described,competitor,cite,'',engine,middle,enterprise,non-default,dealing
special,``,exception,illegitimate,'s,book,gives,1838,english,edition,pre-substitution,registers
functions,debugging,handling|handled,sony,latest,|author=,first,journal,word,offers,value,memory
provide,'',operating,rootkit,research,bernhelm,attested,ieee,''wikt,intellitrace,followed,addresses
video,common,system,trojan,stealing,booss-bavnbek,use,annals,bugge,reverse,resumption,call
game|entertainment,enough,crashes,embedded,capturing,jens,``,history,noun|bugge,debugging,concisely,stacks
functions,term,also,compact,prototype,høyrup,computer,computing,'',c,handle,high-level
beyond,mentioned,occur,disc|cds,dismantling,|title=,'',volume,basis,visual,removable,languages
basic,passing,internal,sold,may,mathematics,``,20,terms,basic,singularity|removable,deal
operation,without,sanity,sony,result,war,1640s,number,``,.net,singularities.,variables
computer,explanation,check|sanity-checking,silently,development,|year=,meaning,4,wikt,languages,ref,arrays
many,page,logic,installed,similar,2003,``,however,bugbear,c++,name=,object
different,1,within,concealed,product,|publisher=,one,"17,000",noun|bugbear,reverse,'',computer
types,compatible,operating,purchasers,better,birkhäuser,calculates,pounds,'',debuggers,xiaoye,science
application,time-sharing,system,computers,countermeasures,verlag,'',british,``,also,li,|objects
software,system|ctss,detects,intention,'',|isbn=,``,government,wikt,exist,james,complex
range,manual,operating,preventing,improve,978-3-7643-1634-1,...,'s,bug-a-boo,c,demmel,arithmetic
tasks,http,system,illicit,documentation,popularized,nbsp,money,noun|bugaboo,c++,1994,boolean
performed,//www.bitsavers.org/pdf/mit/ctss/ctss_programmersguide.pdf,lost,copying,shortcomings,idea,agent,thousands,'',java,983–992,expressions
modern,compatible,internal,also,'',machine-independent,noun,cogged,terms,python,'',subroutines
computer,time-sharing,self-consistency,reported,reverse,programming,compute,wheels,used,perl,ref,functions
large—see,system,modern,users,engineering,languages,v.,gears,monster,languages,name=grail,loops
list,m.i.t,multi-tasking,listening,done,led,'',never,cite,open,cite,thread
software,press,operating,habits,documentation,development,''online,fully,web|url=http,source,web|url=http,computer
''system,1963,systems,unintentionally,system,cobol,etymology,worked,//www.computerworld.com/article/2515435/app-development/moth-in-the-machine,proprietary,//www.cs.berkeley.edu/~wkahan/grail.pdf|title=a,science
software,kidwell,windows,created,design,one,dictionar,together.,--,commercial,demonstration,|threads
'','s,nt,vulnerabilities,production,first,'',ref,debugging-the-origins-of,software,presubstitution,locks
software,article,linux,exploited,operation,high-level,states,name=,--,reverse,∞/∞|author=w.kahan|date=july,abstract
directly,''stalking,macos,unrelated,maintenance,programming,use,'',bug-.html|title=moth,debuggers,5,computer
operates,elusive,usually,malware.,shortcomings,languages,term,sco-ch1-p15,machine,slow,2005,science
computer,computer,remain,ref,original,owing,mean,'',debugging,target,cite,concepts
hardware,bug,unharmed,cite,designers,accomplishments,``,cite,origins,orders,journal|author=john,focus
provide,'',application,web,available,naval,calculating,book,'bug'|author=computerworld,magnitude,hauser|title=handling,usability
basic,peggy,program,|last=russinovich,improve,rank,machine,last,staff|date=september,best,floating-point,optimal
functionality,aldrich,crashes,|first=mark,reverse,sometimes,'',tanenbaum,3,reverse,exceptions,program
needed,kidwell,security,|url=http,engineering,referred,type,first,2011|work=computerworld,debuggers,numeric,efficiency
users,http,implications,//blogs.technet.com/markrussinovich/archive/2005/10/31/sony-rootkits-and-digital-rights-management-gone-too-far.aspx,software,``,1897,andrew,baffle,cause,programs,unlike
software,//ieeexplore.ieee.org/xpl/freeabs_all.jsp,crashes,|title=sony,provide,amazing,'',s.,ball,slowdown,acm,low-level
provide,tp=,many,rootkits,current,grace,''online,title,first,2×,transactions,assembly
platform,arnumber=728224,software,digital,documentation,'',etymology,structured,mechanical,less,programming,languages
running,isnumber=15706,bugs,rights,necessary,ref,dictionary,computer,pinball,reverse,languages,high-level
application,stalking,cause,management,understanding,name=,'',organization,game,debugging,systems,languages
software,elusive,crashes,gone,current,'',indicates,third,advertised,useful,18,language
cite,computer,also,far,state,urlcyber,``,edition,``,certain,2,elements
web|title=system,bug,exploit,|work=mark,software,heroes,modern,publisher,free,types,year=,translate
software|url=http,ieee,computer,'s,system,past,use,prentice,bugs,problems,1996|pages=139–174,directly
//home.olemiss.edu/~misbook/sfsysfm.htm|archive-url=https,annals,security,blog,'',amazing,'',hall,'',still,default,machine
//web.archive.org/web/20010530092843/http,history,|exploitable,|publisher=microsoft,obsolescence,grace,term,year,1931.,commonly,ieee,'s
//home.olemiss.edu:80/~misbook/sfsysfm.htm|dead-url=yes|archive-date=2001-05-30|publisher=the,computing,arbitrary,msdn,'',hopper,mean,1990,ref,used,754,native
university,1998.,code,|date=2005-10-31,integrated,'',``,page,name=,yet,exception,opcodes
mississippi,discusses,execution,|accessdate=2009-07-29,circuits,cite,programmable,15,'',cite,handling,features
system,etymology,types,software,often,web|url=http,digital,isbn,baffle,web|author1=philip,behaviour,string
software,``,privilege,anti-virus,designed,//wvegter.hivemind.net/abacus/cyberheroes/hopper.htm|title=cyber,electronic,0-13-854662-2,ball,claßen|author2=undo,resumption,handling
includes,bug,escalation.,firewall,proprietary,heroes,computer,nine-month,'',software|title=why,following,routines
''operating,'',ref,computing,systems,past,'',period,cite,reverse,pre-substitution,object-oriented
systems,``,cite,|firewalls,built,``,dates,1842–43,web,debugging,default,language
'',debug,web|url=http,used,production,amazing,``,ada,|url=http,rarely,value,features
essential,'',//msdn.microsoft.com/en-us/magazine/cc163311.aspx,protect,lines,grace,...,lovelace,//www.ipdb.org/machine.cgi,used,avoids,file
collections,greater,|title=analyze,activity,become,'',nbsp,translated,gid=129,|url=http,risks,input/output
software,detail,crashes,identified,obsolete,hopper|accessdate=december,1945,memoir,|title=baffle,//programmers.stackexchange.com/questions/181527/why-is-reverse-debugging-rarely-used|work=programmers,inherent,may
manage,scope,find,malicious,years,12,name,italian,ball,stack,changing,also
resources,software,security,recover,systems,2012,theoretical,mathematician,|publisher=internet,exchange|publisher=stack,flow,present
provides,electronic,vulnerabilities,attacks.,using,ref,sense,luigi,pinball,exchange,program,==
common,systems,apps,ref,parts,name=,1937,menabrea,database,inc|accessdate=12,control,abstraction
services,become,|publisher=msdn.microsoft.com,cite,longer,'',turing,memoir,|quote=,april,numerical,penalty
software,generally,|date=2007-04-26,web|title=protect,maintained,urlgrace,machine,covered,see,2015,exceptions,==
runs,complex,|accessdate=2014-06-26,computer,since,murray,'',analytical,image,==language,example,high-level
``,various,ref,malware|url=http,parts,hopper,cite,engine,advertisement,dependency==,1996,languages
top,common,cite,//www.onguardonline.gov/media/video-0056-protect-your-computer-malware|publisher=onguardonline.gov,longer,'',web|url=http,translation,reference,debuggers,ariane,intend
'',debugging,web|url=http,|accessdate=26,made,cite,//www.etymonline.com/index.php,contained,entry,operate,5,provide
supervisory,techniques,//www.squarefree.com/2006/11/01/memory-safety-bugs-in-c-code/,august,way,web|url=http,term=computer|title=computer,note,problems,single,flight,features
